iter	Logloss
218	0.0009568010313
219	0.0009568010313
220	0.0009568010313
221	0.0009568010313
222	0.0009568010313
223	0.0009568010313
224	0.0009568010313
225	0.0009568010313
226	0.0009568010313
227	0.0009568010313
228	0.0009568010313
229	0.0009568010313
230	0.0009568010313
231	0.0009568010313
232	0.0009568010313
233	0.0009568010313
234	0.0009568010313
235	0.0009568010313
236	0.0009568010313
237	0.0009568010313
238	0.0009568010313
239	0.0009568010313
240	0.0009568010313
241	0.0009568010313
242	0.0009568010313
243	0.0009568010313
244	0.0009568010313
245	0.0009568010313
246	0.0009568010313
247	0.0009568010313
248	0.0009568010313
249	0.0009568010313
250	0.0009568010313
251	0.0009568010313
252	0.0009568010313
253	0.0009568010313
254	0.0009568010313
255	0.0009568010313
256	0.0009568010313
257	0.0009568010313
258	0.0009568010313
259	0.0009568010313
260	0.0009568010313
261	0.0009568010313
262	0.0009568010313
263	0.0009568010313
264	0.0009568010313
265	0.0009568010313
266	0.0009568010313
267	0.0009568010313
268	0.0009568010313
269	0.0009568010313
270	0.0009568010313
271	0.0009568010313
272	0.0009568010313
273	0.0009568010313
274	0.0009568010313
275	0.0009568010313
276	0.0009568010313
277	0.0009568010313
278	0.0009568010313
279	0.0009568010313
280	0.0009568010313
281	0.0009568010313
282	0.0009568010313
283	0.0009568010313
284	0.0009568010313
285	0.0009568010313
286	0.0009568010313
287	0.0009568010313
288	0.0009568010313
289	0.0009568010313
290	0.0009568010313
291	0.0009568010313
292	0.0009568010313
293	0.0009568010313
294	0.0009568010313
295	0.0009568010313
296	0.0009568010313
297	0.0009568010313
298	0.0009568010313
299	0.0009568010313
